  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1961          59      0.01052  0.01046  0.50   83894     878   83455  1640210  19.55
  1961          60      0.01146  0.01140  0.50   83016     946   82543  1556754  18.75
  1961          61      0.01330  0.01321  0.50   82070    1084   81528  1474211  17.96
  1961          62      0.01380  0.01370  0.50   80986    1110   80431  1392683  17.20
  1961          63      0.01551  0.01539  0.50   79877    1229   79262  1312252  16.43
  1961          64      0.01740  0.01725  0.50   78647    1357   77969  1232990  15.68
  1961          65      0.01951  0.01933  0.50   77290    1494   76543  1155021  14.94
  1961          66      0.02140  0.02117  0.50   75797    1605   74994  1078478  14.23
  1961          67      0.02470  0.02440  0.50   74192    1810   73287  1003484  13.53
  1961          68      0.02594  0.02561  0.50   72381    1853   71455   930197  12.85
  1961          69      0.03083  0.03037  0.50   70528    2142   69457   858742  12.18
  1961          70      0.03413  0.03356  0.50   68386    2295   67239   789285  11.54
  1961          71      0.03682  0.03616  0.50   66091    2390   64896   722047  10.93
  1961          72      0.04054  0.03974  0.50   63701    2531   62436   657150  10.32
  1961          73      0.04676  0.04570  0.50   61170    2795   59773   594715   9.72
  1961          74      0.05393  0.05252  0.50   58375    3066   56842   534942   9.16
  1961          75      0.05878  0.05710  0.50   55309    3158   53730   478100   8.64
  1961          76      0.06205  0.06019  0.50   52151    3139   50582   424370   8.14
  1961          77      0.07253  0.06999  0.50   49012    3430   47297   373788   7.63
  1961          78      0.08225  0.07900  0.50   45582    3601   43782   326491   7.16
  1961          79      0.09109  0.08713  0.50   41981    3658   40152   282709   6.73
  1961          80      0.09611  0.09170  0.50   38323    3514   36566   242557   6.33
  1961          81      0.11225  0.10628  0.50   34809    3700   32959   205991   5.92
  1961          82      0.12238  0.11532  0.50   31109    3588   29316   173031   5.56
  1961          83      0.13377  0.12539  0.50   27522    3451   25797   143716   5.22
  1961          84      0.15229  0.14151  0.50   24071    3406   22368   117919   4.90
  1961          85      0.16344  0.15109  0.50   20665    3122   19104    95551   4.62
  1961          86      0.17128  0.15777  0.50   17542    2768   16159    76448   4.36
  1961          87      0.18678  0.17083  0.50   14775    2524   13513    60289   4.08
  1961          88      0.20062  0.18233  0.50   12251    2234   11134    46776   3.82
  1961          89      0.21924  0.19758  0.50   10017    1979    9028    35642   3.56
  1961          90      0.23607  0.21115  0.50    8038    1697    7189    26615   3.31
  1961          91      0.27413  0.24109  0.50    6341    1529    5576    19425   3.06
  1961          92      0.29139  0.25434  0.50    4812    1224    4200    13849   2.88
  1961          93      0.34885  0.29704  0.50    3588    1066    3055     9649   2.69
  1961          94      0.34728  0.29590  0.50    2522     746    2149     6593   2.61
  1961          95      0.35521  0.30164  0.50    1776     536    1508     4444   2.50
  1961          96      0.37996  0.31930  0.50    1240     396    1042     2936   2.37
  1961          97      0.40534  0.33703  0.50     844     285     702     1894   2.24
  1961          98      0.43124  0.35475  0.50     560     199     460     1192   2.13
  1961          99      0.45753  0.37235  0.50     361     134     294      731   2.02
  1961         100      0.48405  0.38973  0.50     227      88     183      437   1.93
  1961         101      0.51067  0.40680  0.50     138      56     110      255   1.84
  1961         102      0.53722  0.42347  0.50      82      35      65      145   1.76
  1961         103      0.56356  0.43967  0.50      47      21      37       80   1.69
  1961         104      0.58955  0.45533  0.50      27      12      20       43   1.63
  1961         105      0.61505  0.47039  0.50      14       7      11       23   1.57
  1961         106      0.63994  0.48481  0.50       8       4       6       12   1.51
  1961         107      0.66409  0.49855  0.50       4       2       3        6   1.46
  1961         108      0.68741  0.51158  0.50       2       1       1        3   1.42
  1961         109      0.70982  0.52389  0.50       1       1       1        1   1.39
  1961         110+     0.73126  1.00000  1.37       0       0       1        1   1.37
  1962           0      0.04869  0.04694  0.24  100000    4694   96412  7053457  70.53
  1962           1      0.00311  0.00311  0.50   95306     296   95158  6957045  73.00
  1962           2      0.00142  0.00142  0.50   95010     135   94942  6861888  72.22
  1962           3      0.00087  0.00087  0.50   94875      82   94834  6766945  71.33
  1962           4      0.00060  0.00059  0.50   94792      56   94764  6672112  70.39
  1962           5      0.00064  0.00064  0.50   94736      61   94705  6577348  69.43
  1962           6      0.00044  0.00044  0.50   94675      42   94654  6482642  68.47
  1962           7      0.00047  0.00047  0.50   94633      44   94611  6387988  67.50
  1962           8      0.00035  0.00035  0.50   94589      33   94572  6293377  66.53
  1962           9      0.00030  0.00030  0.50   94556      28   94542  6198805  65.56
  1962          10      0.00030  0.00030  0.50   94528      29   94513  6104263  64.58
  1962          11      0.00032  0.00032  0.50   94499      30   94484  6009750  63.60
  1962          12      0.00036  0.00036  0.50   94469      34   94452  5915266  62.62
  1962          13      0.00040  0.00040  0.50   94435      38   94416  5820814  61.64
  1962          14      0.00041  0.00041  0.50   94397      39   94378  5726398  60.66
  1962          15      0.00042  0.00042  0.50   94359      40   94339  5632020  59.69
  1962          16      0.00042  0.00042  0.50   94319      40   94299  5537681  58.71
  1962          17      0.00049  0.00049  0.50   94279      46   94256  5443382  57.74
  1962          18      0.00063  0.00063  0.50   94233      60   94203  5349126  56.77
  1962          19      0.00071  0.00071  0.50   94173      67   94139  5254924  55.80
  1962          20      0.00071  0.00071  0.50   94106      67   94072  5160784  54.84
  1962          21      0.00079  0.00079  0.50   94039      74   94002  5066712  53.88
  1962          22      0.00086  0.00086  0.50   93965      81   93924  4972710  52.92
  1962          23      0.00076  0.00076  0.50   93884      71   93848  4878785  51.97
  1962          24      0.00084  0.00084  0.50   93813      79   93773  4784937  51.01
  1962          25      0.00096  0.00096  0.50   93734      90   93689  4691164  50.05
  1962          26      0.00078  0.00078  0.50   93644      73   93608  4597475  49.10
  1962          27      0.00101  0.00101  0.50   93571      94   93524  4503867  48.13
  1962          28      0.00117  0.00117  0.50   93477     109   93422  4410343  47.18
  1962          29      0.00125  0.00125  0.50   93368     117   93309  4316921  46.24
  1962          30      0.00106  0.00106  0.50   93251      98   93202  4223611  45.29
  1962          31      0.00121  0.00121  0.50   93153     113   93096  4130410  44.34
  1962          32      0.00140  0.00140  0.50   93040     130   92975  4037314  43.39
  1962          33      0.00148  0.00147  0.50   92909     137   92841  3944339  42.45
  1962          34      0.00146  0.00146  0.50   92772     135   92705  3851498  41.52
  1962          35      0.00152  0.00152  0.50   92637     141   92567  3758794  40.58
  1962          36      0.00167  0.00167  0.50   92496     154   92419  3666227  39.64
  1962          37      0.00170  0.00169  0.50   92342     156   92264  3573808  38.70
  1962          38      0.00179  0.00179  0.50   92185     165   92103  3481544  37.77
  1962          39      0.00186  0.00186  0.50   92020     171   91934  3389442  36.83
  1962          40      0.00220  0.00219  0.50   91849     202   91748  3297507  35.90
  1962          41      0.00218  0.00217  0.50   91647     199   91548  3205759  34.98
  1962          42      0.00285  0.00285  0.50   91448     261   91318  3114211  34.05
  1962          43      0.00247  0.00247  0.50   91187     225   91075  3022894  33.15
  1962          44      0.00307  0.00306  0.50   90962     279   90823  2931819  32.23
  1962          45      0.00348  0.00347  0.50   90684     315   90526  2840996  31.33
  1962          46      0.00328  0.00328  0.50   90369     296   90221  2750470  30.44
  1962          47      0.00392  0.00391  0.50   90073     352   89897  2660249  29.53
  1962          48      0.00397  0.00396  0.50   89721     356   89543  2570352  28.65
  1962          49      0.00435  0.00434  0.50   89365     388   89171  2480809  27.76
  1962          50      0.00468  0.00466  0.50   88977     415   88770  2391638  26.88
  1962          51      0.00526  0.00524  0.50   88562     464   88330  2302868  26.00
  1962          52      0.00588  0.00586  0.50   88098     516   87840  2214538  25.14
  1962          53      0.00594  0.00592  0.50   87581     519   87322  2126698  24.28
  1962          54      0.00632  0.00630  0.50   87063     548   86789  2039376  23.42
  1962          55      0.00738  0.00735  0.50   86515     636   86197  1952587  22.57
  1962          56      0.00750  0.00747  0.50   85879     642   85558  1866391  21.73
  1962          57      0.00818  0.00815  0.50   85237     695   84890  1780833  20.89
  1962          58      0.00890  0.00886  0.50   84543     749   84168  1695943  20.06
  1962          59      0.01000  0.00995  0.50   83793     834   83377  1611775  19.24
  1962          60      0.01181  0.01174  0.50   82960     974   82473  1528398  18.42
  1962          61      0.01234  0.01227  0.50   81986    1006   81483  1445925  17.64
  1962          62      0.01395  0.01386  0.50   80980    1122   80419  1364442  16.85
  1962          63      0.01604  0.01591  0.50   79858    1270   79223  1284023  16.08
  1962          64      0.01709  0.01695  0.50   78588    1332   77921  1204801  15.33
  1962          65      0.02024  0.02003  0.50   77255    1548   76482  1126879  14.59
  1962          66      0.02164  0.02141  0.50   75708    1621   74897  1050398  13.87
